observation_id,outcome_group,community_taxon_rank,photo_count,project_count,history_id_count,current_id_count,withdrawn_id_count,owner_history_count,external_history_count,first_owner_rank,final_owner_rank,owner_rank_changed,first_external_rank,first_external_category,first_external_disagreement,first_species_by,first_species_current,historical_maverick,historical_disagreement,hours_post_to_first_owner,hours_post_to_first_external,hours_post_to_first_species,hours_post_to_first_external_species,hours_owner_to_first_external
289040261,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.09,0.0,0.09,0.09
289080703,species,species,4,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.09,0.0,1.09,1.09
289102883,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
289114147,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.76,0.76,0.76,0.76
289278414,none,,2,0,1,1,0,1,0,tribe,tribe,False,,,,,,False,False,0.0,,,,
289293382,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.41,0.0,0.41,0.41
289392853,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,6.33,0.0,6.33,6.33
289446256,genus,genus,4,0,4,3,1,2,2,family,genus,True,genus,improving,False,,,False,False,0.0,0.48,,,0.48
289512611,species,species,2,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,5.19,0.0,5.19,5.19
289588552,species,species,2,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,2.77,0.0,2.77,2.77
289646585,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.41,0.0,0.41,0.41
289817289,species,species,1,1,4,3,1,2,2,family,species,True,species,improving,False,external,True,False,False,0.0,19.33,19.33,19.33,19.33
289928800,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.12,0.0,0.12,0.12
289935760,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
289949908,species,species,1,1,3,2,1,2,1,species,species,False,species,supporting,False,owner,False,True,False,0.0,1.23,0.0,1.23,1.23
290096366,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4.98,0.0,4.98,4.98
290102522,genus,genus,1,0,3,3,0,1,2,species,species,False,genus,improving,True,owner,True,False,True,0.0,334.1,0.0,,334.1
290206617,other,order,3,0,3,3,0,0,3,,,False,class,improving,,external,True,False,False,,2.2,6512.47,6512.47,
290514049,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,12.4,0.0,12.4,12.4
290617655,none,,2,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
290671037,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,10.81,0.0,10.81,10.81
290793265,species,species,3,0,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,2.62,2.62,2.62,2.62
290869846,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.25,0.0,0.25,0.25
290871721,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.85,0.0,0.85,0.85
291257627,none,,2,0,1,1,0,1,0,subfamily,subfamily,False,,,,,,False,False,0.0,,,,
291314580,species,species,6,0,3,3,0,1,2,tribe,tribe,False,species,improving,False,external,True,False,False,0.0,22.07,22.07,22.07,22.07
291437224,none,,1,0,1,1,0,1,0,tribe,tribe,False,,,,,,False,False,0.0,,,,
291465387,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
291480994,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.62,0.0,0.62,0.62
291488890,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
291614493,other,complex,1,1,5,4,1,2,3,genus,complex,True,complex,improving,True,,,True,True,0.0,4.71,,,4.71
291763616,genus,genus,1,0,2,2,0,1,1,species,species,False,species,leading,True,owner,True,False,True,0.0,7110.94,0.0,7110.94,7110.94
291890451,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.31,0.0,0.31,0.31
292217468,species,species,2,1,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.64,0.0,0.64,0.64
292343228,species,species,3,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.93,0.0,1.93,1.93
292379768,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,3.29,3.29,3.29,3.29
292441620,other,tribe,1,0,2,2,0,1,1,species,species,False,tribe,improving,False,owner,True,False,False,0.0,974.4,0.0,,974.4
292577988,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.06,0.0,0.06,0.06
292706408,species,species,1,0,2,2,0,1,1,species,species,False,form,leading,False,owner,True,False,False,0.01,12.77,0.01,,12.76
292760232,genus,genus,2,0,4,3,1,2,2,species,genus,True,genus,improving,True,owner,False,True,True,0.0,1.95,0.0,,1.95
292779302,genus,genus,1,0,3,2,1,2,1,species,genus,True,genus,improving,True,owner,False,True,True,0.01,1915.82,0.01,,1915.8
292780385,species,species,7,1,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,0.09,0.09,0.09,0.09
292801028,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
292932112,genus,genus,1,0,3,2,1,2,1,species,genus,True,genus,improving,True,owner,False,False,True,0.0,6741.14,0.0,,6741.14
292949965,genus,genus,2,0,2,2,0,1,1,genus,genus,False,genus,supporting,False,,,False,False,0.0,4146.02,,,4146.02
292992935,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4.48,0.0,4.48,4.48
293364261,species,species,6,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,8.11,0.0,8.11,8.11
293421307,other,complex,3,0,3,2,1,2,1,family,complex,True,complex,improving,False,,,False,False,0.0,12.96,,,12.96
293552064,species,species,4,0,4,4,0,1,3,family,family,False,genus,improving,False,external,True,False,False,0.0,8.64,2322.72,2322.72,8.64
293688489,other,subtribe,1,0,4,4,0,1,3,subclass,subclass,False,family,improving,False,external,True,False,False,0.0,4954.2,7812.37,7812.37,4954.2
293907587,genus,genus,1,0,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,7348.16,0.0,,7348.16
294042732,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,6.42,0.0,6.42,6.42
294100738,species,species,2,1,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,14.65,0.0,14.65,14.65
